_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,negative_yn,thoughtcat,id,negative_yn_gold,num,num2,text,thoughtcat_gold,time
1562458591,1/27/2018 00:30:47,false,3309605016,,1/27/2018 00:29:21,false,neodev,0.88,44062380,USA,WA,Seattle,62.100.209.170,mixed,1,,,,,"I love watching Tyler Perry Movies.  My favorite quote: Someone slaps your cheek, Christians say turn the other cheek, and it gets slapped again, How many slaps it take before you reach out and BUST THIER ASS?  - Madea Simmons",,
1562458591,1/27/2018 12:35:49,false,3310400488,,1/27/2018 12:33:41,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,mixed,1,,,,,"I love watching Tyler Perry Movies.  My favorite quote: Someone slaps your cheek, Christians say turn the other cheek, and it gets slapped again, How many slaps it take before you reach out and BUST THIER ASS?  - Madea Simmons",,
1562458591,1/27/2018 13:34:43,false,3310476936,,1/27/2018 13:33:33,false,clixsense,0.9091,19638651,USA,SC,Murrells Inlet,98.122.122.239,no,,,,,,"I love watching Tyler Perry Movies.  My favorite quote: Someone slaps your cheek, Christians say turn the other cheek, and it gets slapped again, How many slaps it take before you reach out and BUST THIER ASS?  - Madea Simmons",,
1562458593,1/28/2018 14:35:18,false,3311719241,,1/28/2018 14:29:52,false,elite,0.8261,28709211,CAN,MB,Brandon,216.36.170.61,yes,3,,,,,"/Many of us spend our whole lives running from feeling with the mistaken belief that you cannot bear the pain. But you have already borne the pain. What you have not done is feel all you are beyond the pain./""   -Bartholomew""",,
1562458593,1/28/2018 16:19:45,false,3311805790,,1/28/2018 16:18:46,false,instagc,0.8462,27914150,USA,KS,Emporia,67.61.151.85,yes,3,,,,,"/Many of us spend our whole lives running from feeling with the mistaken belief that you cannot bear the pain. But you have already borne the pain. What you have not done is feel all you are beyond the pain./""   -Bartholomew""",,
1562458593,1/28/2018 16:25:53,false,3311811069,,1/28/2018 16:24:48,false,elite,1.0,44062216,GBR,H9,London,161.74.220.192,yes,3,,,,,"/Many of us spend our whole lives running from feeling with the mistaken belief that you cannot bear the pain. But you have already borne the pain. What you have not done is feel all you are beyond the pain./""   -Bartholomew""",,
1562458594,1/27/2018 12:49:00,false,3310415418,,1/27/2018 12:46:41,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,yes,1,,,,,"Hey Gang, Here is a thought.... let's all write the governor and recommend that he and the state withhold the state assembly and senate pay until they go back to work!  I doubt very much that any of us would get paid (much less keep our jobs) if we just s",,
1562458594,1/27/2018 15:38:29,false,3310598279,,1/27/2018 15:37:29,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,yes,1,,,,,"Hey Gang, Here is a thought.... let's all write the governor and recommend that he and the state withhold the state assembly and senate pay until they go back to work!  I doubt very much that any of us would get paid (much less keep our jobs) if we just s",,
1562458594,1/27/2018 16:16:33,false,3310644207,,1/27/2018 16:14:42,false,elite,0.96,44218965,USA,CA,San Jose,173.245.66.16,yes,1,,,,,"Hey Gang, Here is a thought.... let's all write the governor and recommend that he and the state withhold the state assembly and senate pay until they go back to work!  I doubt very much that any of us would get paid (much less keep our jobs) if we just s",,
1562458595,1/27/2018 12:58:09,false,3310426148,,1/27/2018 12:56:05,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,mixed,1,,,,,"can not wait to go to Six Flags with Kevin this Saturday. Too bad family & Uncle will be with....but, it will be my birthday. :D",,
1562458595,1/27/2018 15:43:37,false,3310603489,,1/27/2018 15:42:17,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,mixed,1,,,,,"can not wait to go to Six Flags with Kevin this Saturday. Too bad family & Uncle will be with....but, it will be my birthday. :D",,
1562458595,1/27/2018 16:23:02,false,3310652257,,1/27/2018 16:21:41,false,elite,0.96,44218965,USA,CA,San Jose,173.245.66.16,mixed,1,,,,,"can not wait to go to Six Flags with Kevin this Saturday. Too bad family & Uncle will be with....but, it will be my birthday. :D",,
1562458596,1/27/2018 00:33:47,false,3309608922,,1/27/2018 00:33:02,false,neodev,0.88,44062380,USA,WA,Seattle,62.100.209.170,no,,,,,,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,,
1562458596,1/27/2018 12:42:16,false,3310407680,,1/27/2018 12:40:13,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,yes,1,,,,,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,,
1562458596,1/27/2018 15:34:34,false,3310594313,,1/27/2018 15:33:44,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,no,,,,,,is thinking of standing on the side of the highway exit with a cardboard sign asking for donations to help remodel the kitchen.,,
1562458597,1/26/2018 23:58:30,false,3309547486,,1/26/2018 23:57:50,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.50,yes,1,,,,,Too much heavy furniture to lift the carpet on my own. Either grab someone else or move more things into the garage.,,
1562458597,1/27/2018 01:04:09,false,3309651433,,1/27/2018 01:03:10,false,elite,0.96,44218965,USA,CA,San Francisco,45.56.195.10,no,,,,,,Too much heavy furniture to lift the carpet on my own. Either grab someone else or move more things into the garage.,,
1562458597,1/27/2018 02:20:45,false,3309772874,,1/27/2018 02:15:03,false,elite,1.0,44124869,USA,CA,San Jose,68.68.96.144,no,,,,,,Too much heavy furniture to lift the carpet on my own. Either grab someone else or move more things into the garage.,,
1562458597,1/27/2018 02:26:04,false,3309777580,,1/27/2018 02:25:11,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.155,yes,1,,,,,Too much heavy furniture to lift the carpet on my own. Either grab someone else or move more things into the garage.,,
1562458598,1/27/2018 00:00:44,false,3309552761,,1/26/2018 23:59:47,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.50,yes,1,,,,,"Besides education,we also learn from our mistakes.What we learn from books maybe forgotten after some time but what we learn from our mistakes,it's never forgotten.",,
1562458598,1/27/2018 01:05:53,false,3309654169,,1/27/2018 01:05:05,false,elite,0.96,44218965,USA,CA,San Francisco,45.56.195.10,no,,,,,,"Besides education,we also learn from our mistakes.What we learn from books maybe forgotten after some time but what we learn from our mistakes,it's never forgotten.",,
1562458598,1/27/2018 08:49:02,false,3310183193,,1/27/2018 08:48:00,false,bitcoinget,0.8571,44086620,USA,NY,New York,159.203.87.119,no,,,,,,"Besides education,we also learn from our mistakes.What we learn from books maybe forgotten after some time but what we learn from our mistakes,it's never forgotten.",,
1562458598,1/27/2018 10:00:58,false,3310261241,,1/27/2018 10:00:24,false,instagc,1.0,35903629,GBR,W4,Ayr,95.147.52.30,no,,,,,,"Besides education,we also learn from our mistakes.What we learn from books maybe forgotten after some time but what we learn from our mistakes,it's never forgotten.",,
1562458598,1/27/2018 10:31:29,false,3310293766,,1/27/2018 10:30:41,false,getpaid,1.0,40032300,GBR,G5,Margate,79.78.79.33,no,,,,,,"Besides education,we also learn from our mistakes.What we learn from books maybe forgotten after some time but what we learn from our mistakes,it's never forgotten.",,
1562458599,1/27/2018 16:27:32,false,3310658127,,1/27/2018 16:25:36,false,elite,0.96,44218965,USA,CA,San Jose,173.245.66.16,yes,1,,,,,"Man, I am sooooo sick of Step-Family, and fake lazy drama causing dumbass people. If it isnt hard enough to make it in this town, simple minded others have to fugg it all up for the rest of us too. Man Im tired of this broken record.",,
1562458599,1/27/2018 16:38:24,false,3310673004,,1/27/2018 16:37:25,false,elite,0.9565,44185272,USA,CA,Los Angeles,204.152.203.155,yes,1,,,,,"Man, I am sooooo sick of Step-Family, and fake lazy drama causing dumbass people. If it isnt hard enough to make it in this town, simple minded others have to fugg it all up for the rest of us too. Man Im tired of this broken record.",,
1562458599,1/27/2018 17:29:34,false,3310741071,,1/27/2018 17:28:48,false,instagc,1.0,28524232,CAN,ON,Scarborough,99.226.198.111,yes,1,,,,,"Man, I am sooooo sick of Step-Family, and fake lazy drama causing dumbass people. If it isnt hard enough to make it in this town, simple minded others have to fugg it all up for the rest of us too. Man Im tired of this broken record.",,
1562458600,1/27/2018 00:30:47,false,3309604981,,1/27/2018 00:29:21,false,neodev,0.88,44062380,USA,WA,Seattle,62.100.209.170,yes,1,,,,,"Did you say it? /I love you... I don't ever want to live without you... You changed my life.../"" Did you say it? Make a plan... Set a goal... Work toward it... But every now and again",,
1562458600,1/27/2018 12:35:49,false,3310400485,,1/27/2018 12:33:41,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,no,,,,,,"Did you say it? /I love you... I don't ever want to live without you... You changed my life.../"" Did you say it? Make a plan... Set a goal... Work toward it... But every now and again",,
1562458600,1/27/2018 13:34:43,false,3310476922,,1/27/2018 13:33:33,false,clixsense,0.9091,19638651,USA,SC,Murrells Inlet,98.122.122.239,no,,,,,,"Did you say it? /I love you... I don't ever want to live without you... You changed my life.../"" Did you say it? Make a plan... Set a goal... Work toward it... But every now and again",,
1562458601,1/26/2018 23:57:47,false,3309545922,,1/26/2018 23:55:34,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.50,mixed,1,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458601,1/27/2018 01:03:08,false,3309649962,,1/27/2018 01:01:12,false,elite,0.96,44218965,USA,CA,San Francisco,45.56.195.10,no,,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458601,1/27/2018 02:15:00,false,3309766289,,1/27/2018 02:08:56,false,elite,1.0,44124869,USA,CA,San Jose,68.68.96.144,no,,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458601,1/27/2018 06:26:41,false,3310045513,,1/27/2018 06:25:33,false,elite,0.8333,31883685,GBR,I2,Manchester,2.98.39.107,mixed,1,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458601,1/27/2018 08:47:57,false,3310180852,,1/27/2018 08:45:45,false,bitcoinget,0.8571,44086620,USA,NY,New York,159.203.87.119,no,,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458601,1/27/2018 10:00:22,false,3310260545,,1/27/2018 09:59:26,false,instagc,1.0,35903629,GBR,W4,Ayr,95.147.52.30,mixed,1,,,,,"yay!! sammie, you're out of  surgery!!! i hope you can see this before coming home. I MISS YOU AND CAN'T WAIT FOR YOU TO COME HOME. it's not the same. it really isn't. try to relax sam. read a book, watch a movie, play with your play doh...just try to rel",,
1562458602,1/27/2018 17:05:24,false,3310709787,,1/27/2018 17:02:28,false,elite,0.9565,44185272,USA,CA,Los Angeles,204.152.203.155,no,,,,,,There is not a shred of evidence that exists in favor of the idea that life is serious business.  So...  HAVE FUN!!!  :D,,
1562458602,1/28/2018 13:51:36,false,3311666434,,1/28/2018 13:48:01,false,elite,0.8261,28709211,CAN,MB,Brandon,216.36.170.61,no,,,,,,There is not a shred of evidence that exists in favor of the idea that life is serious business.  So...  HAVE FUN!!!  :D,,
1562458602,1/28/2018 16:13:41,false,3311800860,,1/28/2018 16:13:01,false,instagc,0.8462,27914150,USA,KS,Emporia,67.61.151.85,no,,,,,,There is not a shred of evidence that exists in favor of the idea that life is serious business.  So...  HAVE FUN!!!  :D,,
1562458604,1/27/2018 12:46:39,false,3310412679,,1/27/2018 12:44:27,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,no,,,,,,"finds it very amusing how a child's mind is like a sponge. They are very gullible. Sorry huns, but the fish will not crawl out of the fish tank.",,
1562458604,1/27/2018 15:37:25,false,3310597200,,1/27/2018 15:36:05,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,mixed,3,,,,,"finds it very amusing how a child's mind is like a sponge. They are very gullible. Sorry huns, but the fish will not crawl out of the fish tank.",,
1562458604,1/27/2018 16:14:39,false,3310641447,,1/27/2018 16:13:13,false,elite,0.96,44218965,USA,CA,San Jose,173.245.66.16,mixed,1,,,,,"finds it very amusing how a child's mind is like a sponge. They are very gullible. Sorry huns, but the fish will not crawl out of the fish tank.",,
1562458605,1/27/2018 17:05:24,false,3310709780,,1/27/2018 17:02:28,false,elite,0.9565,44185272,USA,CA,Los Angeles,204.152.203.155,yes,3,,,,,why do I voice my opinion when it seems to never be takin into consideration & why is it that I'm still asked what my opinion is?i?i,,
1562458605,1/28/2018 13:51:36,false,3311666430,,1/28/2018 13:48:01,false,elite,0.8261,28709211,CAN,MB,Brandon,216.36.170.61,yes,1,,,,,why do I voice my opinion when it seems to never be takin into consideration & why is it that I'm still asked what my opinion is?i?i,,
1562458605,1/28/2018 16:13:41,false,3311800862,,1/28/2018 16:13:01,false,instagc,0.8462,27914150,USA,KS,Emporia,67.61.151.85,yes,3,,,,,why do I voice my opinion when it seems to never be takin into consideration & why is it that I'm still asked what my opinion is?i?i,,
1562458606,1/27/2018 00:33:00,false,3309607930,,1/27/2018 00:32:05,false,neodev,0.88,44062380,USA,WA,Seattle,62.100.209.170,no,,,,,,The g last night was bloody amazing. met this amazing italian woman haha savage. gonna be there all the from now on haha,,
1562458606,1/27/2018 12:40:11,false,3310405389,,1/27/2018 12:37:57,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,no,,,,,,The g last night was bloody amazing. met this amazing italian woman haha savage. gonna be there all the from now on haha,,
1562458606,1/27/2018 15:33:41,false,3310593396,,1/27/2018 15:32:51,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,no,,,,,,The g last night was bloody amazing. met this amazing italian woman haha savage. gonna be there all the from now on haha,,
1562458607,1/27/2018 00:13:51,false,3309582000,,1/27/2018 00:12:51,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.50,no,,,,,,"In life sometimes we don't get what we expected we could.But it doesn't mean that we shall stop looking for them.God has laid all paths on front of us to walk on.But it's in our hands to look on them carefully before following them,in case in the dark we ",,
1562458607,1/27/2018 03:35:20,false,3309872186,,1/27/2018 03:34:16,false,instagc,0.9091,22430315,USA,NM,Albuquerque,73.26.174.122,no,,,,,,"In life sometimes we don't get what we expected we could.But it doesn't mean that we shall stop looking for them.God has laid all paths on front of us to walk on.But it's in our hands to look on them carefully before following them,in case in the dark we ",,
1562458607,1/27/2018 10:34:48,false,3310297002,,1/27/2018 10:34:11,false,getpaid,1.0,40032300,GBR,G5,Margate,79.78.79.33,no,,,,,,"In life sometimes we don't get what we expected we could.But it doesn't mean that we shall stop looking for them.God has laid all paths on front of us to walk on.But it's in our hands to look on them carefully before following them,in case in the dark we ",,
1562458608,1/27/2018 00:12:49,false,3309579750,,1/27/2018 00:04:44,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.50,no,,,,,,"Louie is turning 50 Ericka, Luke, Amadeus and Tatiana are throwing him a BIRTHDAY PARTY and you are invited.  When: Sunday, June 21 (yes Fathers day) Where: Pita Pockets 9127 Reseda Blvd Northridge CA 91324  (818) 709-4444  Time: 12:45 to 3:00  RSVP (I",,
1562458608,1/27/2018 01:12:43,false,3309665939,,1/27/2018 01:11:44,false,elite,0.96,44218965,USA,CA,San Francisco,45.56.195.10,no,,,,,,"Louie is turning 50 Ericka, Luke, Amadeus and Tatiana are throwing him a BIRTHDAY PARTY and you are invited.  When: Sunday, June 21 (yes Fathers day) Where: Pita Pockets 9127 Reseda Blvd Northridge CA 91324  (818) 709-4444  Time: 12:45 to 3:00  RSVP (I",,
1562458608,1/27/2018 03:34:14,false,3309870779,,1/27/2018 03:32:19,false,instagc,0.9091,22430315,USA,NM,Albuquerque,73.26.174.122,no,,,,,,"Louie is turning 50 Ericka, Luke, Amadeus and Tatiana are throwing him a BIRTHDAY PARTY and you are invited.  When: Sunday, June 21 (yes Fathers day) Where: Pita Pockets 9127 Reseda Blvd Northridge CA 91324  (818) 709-4444  Time: 12:45 to 3:00  RSVP (I",,
1562458608,1/27/2018 10:34:10,false,3310296290,,1/27/2018 10:33:17,false,getpaid,1.0,40032300,GBR,G5,Margate,79.78.79.33,no,,,,,,"Louie is turning 50 Ericka, Luke, Amadeus and Tatiana are throwing him a BIRTHDAY PARTY and you are invited.  When: Sunday, June 21 (yes Fathers day) Where: Pita Pockets 9127 Reseda Blvd Northridge CA 91324  (818) 709-4444  Time: 12:45 to 3:00  RSVP (I",,
1562458609,1/27/2018 00:21:53,false,3309593842,,1/27/2018 00:20:34,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.190,yes,1,,,,,"has to go decorate a cake. Well, I don't HAVE to, but I'm going to because it's just sitting there all plain and naked like a blank canvas.",,
1562458609,1/27/2018 12:29:19,false,3310393368,,1/27/2018 12:27:04,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,yes,1,,,,,"has to go decorate a cake. Well, I don't HAVE to, but I'm going to because it's just sitting there all plain and naked like a blank canvas.",,
1562458609,1/27/2018 13:31:45,false,3310472425,,1/27/2018 13:30:49,false,clixsense,0.9091,19638651,USA,SC,Murrells Inlet,98.122.122.239,no,,,,,,"has to go decorate a cake. Well, I don't HAVE to, but I'm going to because it's just sitting there all plain and naked like a blank canvas.",,
1562458610,1/27/2018 13:00:42,false,3310429394,,1/27/2018 12:58:27,false,instagc,0.8696,19838540,USA,AL,Mobile,68.63.67.24,yes,1,,,,,can't find her horrid persian kitten anywhere. ,,
1562458610,1/27/2018 15:44:12,false,3310604264,,1/27/2018 15:43:40,false,elite,0.9048,44260973,USA,CA,Los Angeles,204.152.203.156,yes,1,,,,,can't find her horrid persian kitten anywhere. ,,
1562458610,1/27/2018 16:24:10,false,3310653636,,1/27/2018 16:23:05,false,elite,0.96,44218965,USA,CA,San Jose,173.245.66.16,yes,1,,,,,can't find her horrid persian kitten anywhere. ,,
1562458611,1/27/2018 17:05:24,false,3310709789,,1/27/2018 17:02:28,false,elite,0.9565,44185272,USA,CA,Los Angeles,204.152.203.155,no,,,,,,"R.I.P. Michael Jackson. Thriller and Beat it are the 2 best songs I have ever heard and the videos are second to none. Soulja, Beyonce, or any other pop star wouldn't be here today sans Jackson. God Bless.",,
1562458611,1/28/2018 13:51:36,false,3311666428,,1/28/2018 13:48:01,false,elite,0.8261,28709211,CAN,MB,Brandon,216.36.170.61,no,,,,,,"R.I.P. Michael Jackson. Thriller and Beat it are the 2 best songs I have ever heard and the videos are second to none. Soulja, Beyonce, or any other pop star wouldn't be here today sans Jackson. God Bless.",,
1562458611,1/28/2018 16:13:41,false,3311800864,,1/28/2018 16:13:01,false,instagc,0.8462,27914150,USA,KS,Emporia,67.61.151.85,mixed,1,,,,,"R.I.P. Michael Jackson. Thriller and Beat it are the 2 best songs I have ever heard and the videos are second to none. Soulja, Beyonce, or any other pop star wouldn't be here today sans Jackson. God Bless.",,
1562458612,1/27/2018 00:24:47,false,3309597360,,1/27/2018 00:23:53,false,neodev,0.88,44062380,USA,CA,San Francisco,45.56.195.190,no,,,,,,"NOW, it is officially elizabeth mary lomtevas' 15th birthday! HAPPY BIRTHDAY <3 : ) i love you. &hope you have fun out, since you're not coming over :|",,
